"country","year","sector","iso2","un","ets","ratio"
"Slovenia",2015,"Unregulated","SI",7288706.09,NA,NA
"Slovenia",2016,"Total","SI",14399789.23,NA,NA
"Slovenia",2016,"Regulated","SI",6679101.05,6478662,0.969990115660849
"Slovenia",2016,"Unregulated","SI",7720688.18,NA,NA
"Slovenia",2017,"Total","SI",NA,NA,NA
"Slovenia",2017,"Regulated","SI",NA,6570026,NA
"Slovenia",2017,"Unregulated","SI",NA,NA,NA
"Spain",1990,"Total","ES",231895048.42,NA,NA
"Spain",1990,"Regulated","ES",133816331.93,NA,NA
"Spain",1990,"Unregulated","ES",98078716.49,NA,NA
"Spain",1991,"Total","ES",241464996.59,NA,NA
"Spain",1991,"Regulated","ES",137043737.69,NA,NA
"Spain",1991,"Unregulated","ES",104421258.9,NA,NA
"Spain",1992,"Total","ES",250326924.36,NA,NA
"Spain",1992,"Regulated","ES",141564793.33,NA,NA
"Spain",1992,"Unregulated","ES",108762131.03,NA,NA
"Spain",1993,"Total","ES",241817825.77,NA,NA
"Spain",1993,"Regulated","ES",133683342.9,NA,NA
"Spain",1993,"Unregulated","ES",108134482.87,NA,NA
"Spain",1994,"Total","ES",254234048.19,NA,NA
"Spain",1994,"Regulated","ES",140618240.52,NA,NA
"Spain",1994,"Unregulated","ES",113615807.67,NA,NA
"Spain",1995,"Total","ES",267832186.87,NA,NA
"Spain",1995,"Regulated","ES",151543790.6,NA,NA
"Spain",1995,"Unregulated","ES",116288396.27,NA,NA
"Spain",1996,"Total","ES",255447995.87,NA,NA
"Spain",1996,"Regulated","ES",136388641.89,NA,NA
"Spain",1996,"Unregulated","ES",119059353.98,NA,NA
"Spain",1997,"Total","ES",268058721.81,NA,NA
"Spain",1997,"Regulated","ES",147770406.51,NA,NA
"Spain",1997,"Unregulated","ES",120288315.3,NA,NA
"Spain",1998,"Total","ES",276635970.83,NA,NA
"Spain",1998,"Regulated","ES",147995034.93,NA,NA
"Spain",1998,"Unregulated","ES",128640935.9,NA,NA
"Spain",1999,"Total","ES",300176561.01,NA,NA
"Spain",1999,"Regulated","ES",164282528.65,NA,NA
"Spain",1999,"Unregulated","ES",135894032.36,NA,NA
"Spain",2000,"Total","ES",311926058.94,NA,NA
"Spain",2000,"Regulated","ES",171654664.52,NA,NA
"Spain",2000,"Unregulated","ES",140271394.42,NA,NA
"Spain",2001,"Total","ES",313891993.74,NA,NA
"Spain",2001,"Regulated","ES",167803147.94,NA,NA
"Spain",2001,"Unregulated","ES",146088845.8,NA,NA
"Spain",2002,"Total","ES",334007115.55,NA,NA
"Spain",2002,"Regulated","ES",184430158.7,NA,NA
"Spain",2002,"Unregulated","ES",149576956.85,NA,NA
"Spain",2003,"Total","ES",337979232.85,NA,NA
"Spain",2003,"Regulated","ES",180227339.71,NA,NA
"Spain",2003,"Unregulated","ES",157751893.14,NA,NA
"Spain",2004,"Total","ES",354285655.59,NA,NA
"Spain",2004,"Regulated","ES",189838804.1,NA,NA
"Spain",2004,"Unregulated","ES",164446851.49,NA,NA
"Spain",2005,"Total","ES",368964132.58,NA,NA
"Spain",2005,"Regulated","ES",200809372.51,183627216,0.914435485280228
"Spain",2005,"Unregulated","ES",168154760.07,NA,NA
"Spain",2006,"Total","ES",360279239.64,NA,NA
"Spain",2006,"Regulated","ES",193844161.81,179724889,0.927161733022224
"Spain",2006,"Unregulated","ES",166435077.83,NA,NA
"Spain",2007,"Total","ES",368133602.99,NA,NA
"Spain",2007,"Regulated","ES",198794354.8,186573449,0.938524885114092
"Spain",2007,"Unregulated","ES",169339248.19,NA,NA
"Spain",2008,"Total","ES",336490118.53,NA,NA
"Spain",2008,"Regulated","ES",175119905.18,163462312,0.933430793215554
"Spain",2008,"Unregulated","ES",161370213.35,NA,NA
"Spain",2009,"Total","ES",297248140.98,NA,NA
"Spain",2009,"Regulated","ES",145387121.35,136935766,0.941869986340437
"Spain",2009,"Unregulated","ES",151861019.63,NA,NA
"Spain",2010,"Total","ES",283877489.66,NA,NA
"Spain",2010,"Regulated","ES",130514597.43,121483473,0.93080372151595
"Spain",2010,"Unregulated","ES",153362892.23,NA,NA
"Spain",2011,"Total","ES",284594749.26,NA,NA
"Spain",2011,"Regulated","ES",141592173.7,132687966,0.937113701503969
"Spain",2011,"Unregulated","ES",143002575.56,NA,NA
"Spain",2012,"Total","ES",279271283.7,NA,NA
"Spain",2012,"Regulated","ES",142207629.2,135639644,0.953814115058744
"Spain",2012,"Unregulated","ES",137063654.5,NA,NA
"Spain",2013,"Total","ES",252682710.72,NA,NA
"Spain",2013,"Regulated","ES",118386563.13,122808166,1.03734885744715
"Spain",2013,"Unregulated","ES",134296147.59,NA,NA
"Spain",2014,"Total","ES",255195738.97,NA,NA
"Spain",2014,"Regulated","ES",122799457.33,124851221,1.0167082470445
"Spain",2014,"Unregulated","ES",132396281.64,NA,NA
"Spain",2015,"Total","ES",271727199.52,NA,NA
"Spain",2015,"Regulated","ES",134154957.55,137270031,1.02321996523191
"Spain",2015,"Unregulated","ES",137572241.97,NA,NA
"Spain",2016,"Total","ES",260985896.03,NA,NA
"Spain",2016,"Regulated","ES",118135357.56,123556104,1.04588589353739
"Spain",2016,"Unregulated","ES",142850538.47,NA,NA
"Spain",2017,"Total","ES",NA,NA,NA
"Spain",2017,"Regulated","ES",NA,136318653,NA
"Spain",2017,"Unregulated","ES",NA,NA,NA
"Sweden",1990,"Total","SE",57506342.82,NA,NA
"Sweden",1990,"Regulated","SE",21862100.1,NA,NA
"Sweden",1990,"Unregulated","SE",35644242.72,NA,NA
"Sweden",1991,"Total","SE",57713493.44,NA,NA
"Sweden",1991,"Regulated","SE",22512304.51,NA,NA
"Sweden",1991,"Unregulated","SE",35201188.93,NA,NA
"Sweden",1992,"Total","SE",57447091.7,NA,NA
"Sweden",1992,"Regulated","SE",22134726.78,NA,NA
"Sweden",1992,"Unregulated","SE",35312364.92,NA,NA
"Sweden",1993,"Total","SE",57395714.04,NA,NA
"Sweden",1993,"Regulated","SE",23059163.99,NA,NA
"Sweden",1993,"Unregulated","SE",34336550.05,NA,NA
"Sweden",1994,"Total","SE",59845492.34,NA,NA
"Sweden",1994,"Regulated","SE",24846786.83,NA,NA
"Sweden",1994,"Unregulated","SE",34998705.51,NA,NA
"Sweden",1995,"Total","SE",59276126.28,NA,NA
"Sweden",1995,"Regulated","SE",24641599.45,NA,NA
"Sweden",1995,"Unregulated","SE",34634526.83,NA,NA
"Sweden",1996,"Total","SE",63194022.88,NA,NA
"Sweden",1996,"Regulated","SE",28689635.65,NA,NA
"Sweden",1996,"Unregulated","SE",34504387.23,NA,NA
"Sweden",1997,"Total","SE",58132710.66,NA,NA
"Sweden",1997,"Regulated","SE",24217619.35,NA,NA
"Sweden",1997,"Unregulated","SE",33915091.31,NA,NA
"Sweden",1998,"Total","SE",58717075.01,NA,NA
"Sweden",1998,"Regulated","SE",25085654.46,NA,NA
"Sweden",1998,"Unregulated","SE",33631420.55,NA,NA
"Sweden",1999,"Total","SE",55856974.06,NA,NA
"Sweden",1999,"Regulated","SE",22425973.64,NA,NA
"Sweden",1999,"Unregulated","SE",33431000.42,NA,NA
"Sweden",2000,"Total","SE",54724980.5,NA,NA
"Sweden",2000,"Regulated","SE",21871996.34,NA,NA
"Sweden",2000,"Unregulated","SE",32852984.16,NA,NA
"Sweden",2001,"Total","SE",55682290.71,NA,NA
"Sweden",2001,"Regulated","SE",23621610.51,NA,NA
"Sweden",2001,"Unregulated","SE",32060680.2,NA,NA
"Sweden",2002,"Total","SE",56641312.84,NA,NA
"Sweden",2002,"Regulated","SE",24501832.67,NA,NA
"Sweden",2002,"Unregulated","SE",32139480.17,NA,NA
"Sweden",2003,"Total","SE",57224353.61,NA,NA
"Sweden",2003,"Regulated","SE",25261922.55,NA,NA
"Sweden",2003,"Unregulated","SE",31962431.06,NA,NA
"Sweden",2004,"Total","SE",56443340.56,NA,NA
"Sweden",2004,"Regulated","SE",24557649.38,NA,NA
"Sweden",2004,"Unregulated","SE",31885691.18,NA,NA
"Sweden",2005,"Total","SE",53843310.57,NA,NA
"Sweden",2005,"Regulated","SE",23181501.03,19381682,0.836083995377067
"Sweden",2005,"Unregulated","SE",30661809.54,NA,NA
"Sweden",2006,"Total","SE",53672750.5,NA,NA
"Sweden",2006,"Regulated","SE",23140604.31,20002497,0.864389569608435
"Sweden",2006,"Unregulated","SE",30532146.19,NA,NA
"Sweden",2007,"Total","SE",52816477.68,NA,NA
"Sweden",2007,"Regulated","SE",22336810.98,19040731,0.852437307055548
"Sweden",2007,"Unregulated","SE",30479666.7,NA,NA
"Sweden",2008,"Total","SE",50723095.64,NA,NA
"Sweden",2008,"Regulated","SE",21566585.26,20080518,0.931093993690497
"Sweden",2008,"Unregulated","SE",29156510.38,NA,NA
"Sweden",2009,"Total","SE",47153238.82,NA,NA
"Sweden",2009,"Regulated","SE",18842194,17491867,0.928334938065068
"Sweden",2009,"Unregulated","SE",28311044.82,NA,NA
"Sweden",2010,"Total","SE",52927274.75,NA,NA
"Sweden",2010,"Regulated","SE",24041544.52,22661193,0.942584740391713
"Sweden",2010,"Unregulated","SE",28885730.23,NA,NA
"Sweden",2011,"Total","SE",48969956.41,NA,NA
"Sweden",2011,"Regulated","SE",20991637.43,19853885,0.945799729354414
"Sweden",2011,"Unregulated","SE",27978318.98,NA,NA
"Sweden",2012,"Total","SE",46403566.28,NA,NA
"Sweden",2012,"Regulated","SE",19811613.39,18172023,0.917240945614879
"Sweden",2012,"Unregulated","SE",26591952.89,NA,NA
"Sweden",2013,"Total","SE",44768997.2,NA,NA
"Sweden",2013,"Regulated","SE",19089785.93,20143270,1.05518574560569
"Sweden",2013,"Unregulated","SE",25679211.27,NA,NA
"Sweden",2014,"Total","SE",43225705.7,NA,NA
"Sweden",2014,"Regulated","SE",18025501.58,19326501,1.07217549060846
"Sweden",2014,"Unregulated","SE",25200204.12,NA,NA
"Sweden",2015,"Total","SE",43385556.99,NA,NA
"Sweden",2015,"Regulated","SE",17439161.66,19236229,1.10304780556751
"Sweden",2015,"Unregulated","SE",25946395.33,NA,NA
"Sweden",2016,"Total","SE",42568017.92,NA,NA
"Sweden",2016,"Regulated","SE",18677953.73,19736083,1.0566512416347
"Sweden",2016,"Unregulated","SE",23890064.19,NA,NA
"Sweden",2017,"Total","SE",NA,NA,NA
"Sweden",2017,"Regulated","SE",NA,18917451,NA
"Sweden",2017,"Unregulated","SE",NA,NA,NA
"Switzerland",1990,"Total","CH",44161939.66,NA,NA
"Switzerland",1990,"Regulated","CH",9653934.21,NA,NA
"Switzerland",1990,"Unregulated","CH",34508005.45,NA,NA
"Switzerland",1991,"Total","CH",46140163.72,NA,NA
"Switzerland",1991,"Regulated","CH",9447881.94,NA,NA
"Switzerland",1991,"Unregulated","CH",36692281.78,NA,NA
"Switzerland",1992,"Total","CH",46015492.76,NA,NA
"Switzerland",1992,"Regulated","CH",9145844.45,NA,NA
"Switzerland",1992,"Unregulated","CH",36869648.31,NA,NA
"Switzerland",1993,"Total","CH",43604679.31,NA,NA
"Switzerland",1993,"Regulated","CH",8424007.85,NA,NA
"Switzerland",1993,"Unregulated","CH",35180671.46,NA,NA
"Switzerland",1994,"Total","CH",42678569.6,NA,NA
"Switzerland",1994,"Regulated","CH",8718733.47,NA,NA
"Switzerland",1994,"Unregulated","CH",33959836.13,NA,NA
"Switzerland",1995,"Total","CH",43414060.79,NA,NA
"Switzerland",1995,"Regulated","CH",8497325.77,NA,NA
"Switzerland",1995,"Unregulated","CH",34916735.02,NA,NA
"Switzerland",1996,"Total","CH",44098465.42,NA,NA
"Switzerland",1996,"Regulated","CH",8242971.03,NA,NA
"Switzerland",1996,"Unregulated","CH",35855494.39,NA,NA
"Switzerland",1997,"Total","CH",43035015.67,NA,NA
"Switzerland",1997,"Regulated","CH",7996904.25,NA,NA
"Switzerland",1997,"Unregulated","CH",35038111.42,NA,NA
"Switzerland",1998,"Total","CH",44612347.11,NA,NA
"Switzerland",1998,"Regulated","CH",8319177.65,NA,NA
"Switzerland",1998,"Unregulated","CH",36293169.46,NA,NA
"Switzerland",1999,"Total","CH",44441709.5,NA,NA
"Switzerland",1999,"Regulated","CH",8276032.07,NA,NA
"Switzerland",1999,"Unregulated","CH",36165677.43,NA,NA
"Switzerland",2000,"Total","CH",43611917.32,NA,NA
"Switzerland",2000,"Regulated","CH",8375385.16,NA,NA
"Switzerland",2000,"Unregulated","CH",35236532.16,NA,NA
"Switzerland",2001,"Total","CH",45075797.17,NA,NA
"Switzerland",2001,"Regulated","CH",8620619.03,NA,NA
"Switzerland",2001,"Unregulated","CH",36455178.14,NA,NA
"Switzerland",2002,"Total","CH",43458527.07,NA,NA
"Switzerland",2002,"Regulated","CH",8334098.8,NA,NA
"Switzerland",2002,"Unregulated","CH",35124428.27,NA,NA
"Switzerland",2003,"Total","CH",44644101.19,NA,NA
"Switzerland",2003,"Regulated","CH",8387885.16,NA,NA
"Switzerland",2003,"Unregulated","CH",36256216.03,NA,NA
"Switzerland",2004,"Total","CH",45228284.21,NA,NA
"Switzerland",2004,"Regulated","CH",8918108.76,NA,NA
"Switzerland",2004,"Unregulated","CH",36310175.45,NA,NA
"Switzerland",2005,"Total","CH",45779837.77,NA,NA
"Switzerland",2005,"Regulated","CH",9145911.2,NA,NA
"Switzerland",2005,"Unregulated","CH",36633926.57,NA,NA
"Switzerland",2006,"Total","CH",45365628.28,NA,NA
"Switzerland",2006,"Regulated","CH",9373357.56,NA,NA
"Switzerland",2006,"Unregulated","CH",35992270.72,NA,NA
"Switzerland",2007,"Total","CH",43359827.5,NA,NA
"Switzerland",2007,"Regulated","CH",8986282.35,NA,NA
"Switzerland",2007,"Unregulated","CH",34373545.15,NA,NA
"Switzerland",2008,"Total","CH",44706687.82,NA,NA
"Switzerland",2008,"Regulated","CH",9025189.95,NA,NA
"Switzerland",2008,"Unregulated","CH",35681497.87,NA,NA
"Switzerland",2009,"Total","CH",43528067.64,NA,NA
"Switzerland",2009,"Regulated","CH",8421212.71,NA,NA
"Switzerland",2009,"Unregulated","CH",35106854.93,NA,NA
"Switzerland",2010,"Total","CH",45045102.6,NA,NA
"Switzerland",2010,"Regulated","CH",8825641.18,NA,NA
"Switzerland",2010,"Unregulated","CH",36219461.42,NA,NA
"Switzerland",2011,"Total","CH",40979689.24,NA,NA
"Switzerland",2011,"Regulated","CH",8444555.68,NA,NA
"Switzerland",2011,"Unregulated","CH",32535133.56,NA,NA
"Switzerland",2012,"Total","CH",42250900.62,NA,NA
"Switzerland",2012,"Regulated","CH",8360062.37,NA,NA
"Switzerland",2012,"Unregulated","CH",33890838.25,NA,NA
"Switzerland",2013,"Total","CH",43183909.83,NA,NA
"Switzerland",2013,"Regulated","CH",8465552.41,NA,NA
"Switzerland",2013,"Unregulated","CH",34718357.42,NA,NA
"Switzerland",2014,"Total","CH",39237750.66,NA,NA
"Switzerland",2014,"Regulated","CH",8278338.75,NA,NA
"Switzerland",2014,"Unregulated","CH",30959411.91,NA,NA
"Switzerland",2015,"Total","CH",38738547.13,NA,NA
"Switzerland",2015,"Regulated","CH",7672632.99,NA,NA
"Switzerland",2015,"Unregulated","CH",31065914.14,NA,NA
"Switzerland",2016,"Total","CH",39204913.87,NA,NA
"Switzerland",2016,"Regulated","CH",7887391,NA,NA
"Switzerland",2016,"Unregulated","CH",31317522.87,NA,NA
"Switzerland",2017,"Total","CH",NA,NA,NA
"Switzerland",2017,"Regulated","CH",NA,NA,NA
"Switzerland",2017,"Unregulated","CH",NA,NA,NA
"Turkey",1990,"Total","TR",146507199.6,NA,NA
"Turkey",1990,"Regulated","TR",73967256.31,NA,NA
"Turkey",1990,"Unregulated","TR",72539943.29,NA,NA
"Turkey",1991,"Total","TR",153538017.52,NA,NA
"Turkey",1991,"Regulated","TR",78449091.82,NA,NA
"Turkey",1991,"Unregulated","TR",75088925.7,NA,NA
"Turkey",1992,"Total","TR",159065847.28,NA,NA
"Turkey",1992,"Regulated","TR",82096463.68,NA,NA
"Turkey",1992,"Unregulated","TR",76969383.6,NA,NA
"Turkey",1993,"Total","TR",167301865.45,NA,NA
"Turkey",1993,"Regulated","TR",82237039.76,NA,NA
"Turkey",1993,"Unregulated","TR",85064825.69,NA,NA
"Turkey",1994,"Total","TR",163783172.14,NA,NA
"Turkey",1994,"Regulated","TR",89162968.36,NA,NA
"Turkey",1994,"Unregulated","TR",74620203.78,NA,NA
"Turkey",1995,"Total","TR",178310252.68,NA,NA
"Turkey",1995,"Regulated","TR",92181953.25,NA,NA
"Turkey",1995,"Unregulated","TR",86128299.43,NA,NA
"Turkey",1996,"Total","TR",195750702.83,NA,NA
"Turkey",1996,"Regulated","TR",97708254.5,NA,NA
"Turkey",1996,"Unregulated","TR",98042448.33,NA,NA
"Turkey",1997,"Total","TR",208023000.11,NA,NA
"Turkey",1997,"Regulated","TR",102509147.7,NA,NA
"Turkey",1997,"Unregulated","TR",105513852.41,NA,NA
"Turkey",1998,"Total","TR",208042303.37,NA,NA
"Turkey",1998,"Regulated","TR",106239385.7,NA,NA
"Turkey",1998,"Unregulated","TR",101802917.67,NA,NA
"Turkey",1999,"Total","TR",203949027.54,NA,NA
"Turkey",1999,"Regulated","TR",111350730.07,NA,NA
"Turkey",1999,"Unregulated","TR",92598297.47,NA,NA
"Turkey",2000,"Total","TR",226029842.48,NA,NA
"Turkey",2000,"Regulated","TR",118802236.03,NA,NA
"Turkey",2000,"Unregulated","TR",107227606.45,NA,NA
"Turkey",2001,"Total","TR",209529144.85,NA,NA
"Turkey",2001,"Regulated","TR",121771254.4,NA,NA
"Turkey",2001,"Unregulated","TR",87757890.45,NA,NA
"Turkey",2002,"Total","TR",217652912.63,NA,NA
"Turkey",2002,"Regulated","TR",116638104.23,NA,NA
"Turkey",2002,"Unregulated","TR",101014808.4,NA,NA
"Turkey",2003,"Total","TR",232963018.81,NA,NA
"Turkey",2003,"Regulated","TR",118323204.3,NA,NA
"Turkey",2003,"Unregulated","TR",114639814.51,NA,NA
"Turkey",2004,"Total","TR",241909220.76,NA,NA
"Turkey",2004,"Regulated","TR",127040950.26,NA,NA
"Turkey",2004,"Unregulated","TR",114868270.5,NA,NA
"Turkey",2005,"Total","TR",260897954.88,NA,NA
"Turkey",2005,"Regulated","TR",144489573.88,NA,NA
"Turkey",2005,"Unregulated","TR",116408381,NA,NA
"Turkey",2006,"Total","TR",281541718.85,NA,NA
"Turkey",2006,"Regulated","TR",150874792.71,NA,NA
"Turkey",2006,"Unregulated","TR",130666926.14,NA,NA
"Turkey",2007,"Total","TR",312862498.17,NA,NA
"Turkey",2007,"Regulated","TR",173570634.93,NA,NA
"Turkey",2007,"Unregulated","TR",139291863.24,NA,NA
"Turkey",2008,"Total","TR",310396695.71,NA,NA
"Turkey",2008,"Regulated","TR",177971333.78,NA,NA
"Turkey",2008,"Unregulated","TR",132425361.93,NA,NA
"Turkey",2009,"Total","TR",316771031.91,NA,NA
"Turkey",2009,"Regulated","TR",177529400.94,NA,NA
"Turkey",2009,"Unregulated","TR",139241630.97,NA,NA
"Turkey",2010,"Total","TR",319528399.84,NA,NA
"Turkey",2010,"Regulated","TR",180611630.91,NA,NA
"Turkey",2010,"Unregulated","TR",138916768.93,NA,NA
"Turkey",2011,"Total","TR",344745495.11,NA,NA
"Turkey",2011,"Regulated","TR",202210498.11,NA,NA
"Turkey",2011,"Unregulated","TR",142534997,NA,NA
"Turkey",2012,"Total","TR",354134764.67,NA,NA
"Turkey",2012,"Regulated","TR",208634610.96,NA,NA
"Turkey",2012,"Unregulated","TR",145500153.71,NA,NA
"Turkey",2013,"Total","TR",346780965.05,NA,NA
"Turkey",2013,"Regulated","TR",203505235.27,NA,NA
"Turkey",2013,"Unregulated","TR",143275729.78,NA,NA
"Turkey",2014,"Total","TR",357559960.93,NA,NA
"Turkey",2014,"Regulated","TR",216212843.66,NA,NA
"Turkey",2014,"Unregulated","TR",141347117.27,NA,NA
"Turkey",2015,"Total","TR",380858096.42,NA,NA
"Turkey",2015,"Regulated","TR",227230867.61,NA,NA
"Turkey",2015,"Unregulated","TR",153627228.81,NA,NA
"Turkey",2016,"Total","TR",402820783.79,NA,NA
"Turkey",2016,"Regulated","TR",241032144.89,NA,NA
"Turkey",2016,"Unregulated","TR",161788638.9,NA,NA
"Turkey",2017,"Total","TR",NA,NA,NA
"Turkey",2017,"Regulated","TR",NA,NA,NA
"Turkey",2017,"Unregulated","TR",NA,NA,NA
"United Kingdom",1990,"Total","GB",598723468.51,NA,NA
"United Kingdom",1990,"Regulated","GB",308299832.91,NA,NA
"United Kingdom",1990,"Unregulated","GB",290423635.6,NA,NA
"United Kingdom",1991,"Total","GB",606581633.19,NA,NA
"United Kingdom",1991,"Regulated","GB",302654286.85,NA,NA
"United Kingdom",1991,"Unregulated","GB",303927346.34,NA,NA
"United Kingdom",1992,"Total","GB",590918037.44,NA,NA
"United Kingdom",1992,"Regulated","GB",289650446.79,NA,NA
"United Kingdom",1992,"Unregulated","GB",301267590.65,NA,NA
"United Kingdom",1993,"Total","GB",576793632.46,NA,NA
"United Kingdom",1993,"Regulated","GB",276653355.63,NA,NA
"United Kingdom",1993,"Unregulated","GB",300140276.83,NA,NA
"United Kingdom",1994,"Total","GB",572950878.21,NA,NA
"United Kingdom",1994,"Regulated","GB",278095838.86,NA,NA
"United Kingdom",1994,"Unregulated","GB",294855039.35,NA,NA
"United Kingdom",1995,"Total","GB",564073985.18,NA,NA
"United Kingdom",1995,"Regulated","GB",272440729.39,NA,NA
"United Kingdom",1995,"Unregulated","GB",291633255.79,NA,NA
"United Kingdom",1996,"Total","GB",585591873.84,NA,NA
"United Kingdom",1996,"Regulated","GB",275277108.39,NA,NA
"United Kingdom",1996,"Unregulated","GB",310314765.45,NA,NA
"United Kingdom",1997,"Total","GB",559423461.6,NA,NA
"United Kingdom",1997,"Regulated","GB",261386056.17,NA,NA
"United Kingdom",1997,"Unregulated","GB",298037405.43,NA,NA
"United Kingdom",1998,"Total","GB",564214106.84,NA,NA
"United Kingdom",1998,"Regulated","GB",264454754.4,NA,NA
"United Kingdom",1998,"Unregulated","GB",299759352.44,NA,NA
"United Kingdom",1999,"Total","GB",557374392.89,NA,NA
"United Kingdom",1999,"Regulated","GB",256286796.97,NA,NA
"United Kingdom",1999,"Unregulated","GB",301087595.92,NA,NA
"United Kingdom",2000,"Total","GB",563991637.79,NA,NA
"United Kingdom",2000,"Regulated","GB",262418615.38,NA,NA
"United Kingdom",2000,"Unregulated","GB",301573022.41,NA,NA
"United Kingdom",2001,"Total","GB",573052552.49,NA,NA
"United Kingdom",2001,"Regulated","GB",270637475.54,NA,NA
"United Kingdom",2001,"Unregulated","GB",302415076.95,NA,NA
"United Kingdom",2002,"Total","GB",557081497.11,NA,NA
"United Kingdom",2002,"Regulated","GB",264380878.24,NA,NA
"United Kingdom",2002,"Unregulated","GB",292700618.87,NA,NA
"United Kingdom",2003,"Total","GB",568706968.19,NA,NA
"United Kingdom",2003,"Regulated","GB",274183013.23,NA,NA
"United Kingdom",2003,"Unregulated","GB",294523954.96,NA,NA
"United Kingdom",2004,"Total","GB",570276186.73,NA,NA
"United Kingdom",2004,"Regulated","GB",271893542.86,NA,NA
"United Kingdom",2004,"Unregulated","GB",298382643.87,NA,NA
"United Kingdom",2005,"Total","GB",566874545.27,NA,NA
"United Kingdom",2005,"Regulated","GB",271501371.07,242513426,0.893230944080477
"United Kingdom",2005,"Unregulated","GB",295373174.2,NA,NA
"United Kingdom",2006,"Total","GB",564497846.57,NA,NA
"United Kingdom",2006,"Regulated","GB",277463795.53,251160161,0.905199759558699
"United Kingdom",2006,"Unregulated","GB",287034051.04,NA,NA
"United Kingdom",2007,"Total","GB",555997783.34,NA,NA
"United Kingdom",2007,"Regulated","GB",273062939.43,256583096,0.939648187101477
"United Kingdom",2007,"Unregulated","GB",282934843.91,NA,NA
"United Kingdom",2008,"Total","GB",541609881.39,NA,NA
"United Kingdom",2008,"Regulated","GB",263329288.27,265055646,1.00655588955312
"United Kingdom",2008,"Unregulated","GB",278280593.12,NA,NA
"United Kingdom",2009,"Total","GB",491371742.89,NA,NA
"United Kingdom",2009,"Regulated","GB",228204191.64,231946027,1.01639687392729
"United Kingdom",2009,"Unregulated","GB",263167551.25,NA,NA
"United Kingdom",2010,"Total","GB",509056026.14,NA,NA
"United Kingdom",2010,"Regulated","GB",234407876.51,237343841,1.01252502489981
"United Kingdom",2010,"Unregulated","GB",274648149.63,NA,NA
"United Kingdom",2011,"Total","GB",466631937.02,NA,NA
"United Kingdom",2011,"Regulated","GB",217575248.12,220878904,1.01518396926372
"United Kingdom",2011,"Unregulated","GB",249056688.9,NA,NA
"United Kingdom",2012,"Total","GB",484502987.14,NA,NA
"United Kingdom",2012,"Regulated","GB",228575035.4,231130650,1.01118063744594
"United Kingdom",2012,"Unregulated","GB",255927951.74,NA,NA
"United Kingdom",2013,"Total","GB",474459231.27,NA,NA
"United Kingdom",2013,"Regulated","GB",218880647.01,225432086,1.0299315589546
"United Kingdom",2013,"Unregulated","GB",255578584.26,NA,NA
"United Kingdom",2014,"Total","GB",435432722.65,NA,NA
"United Kingdom",2014,"Regulated","GB",193045143.22,198024514,1.02579381535813
"United Kingdom",2014,"Unregulated","GB",242387579.43,NA,NA
"United Kingdom",2015,"Total","GB",419502259.65,NA,NA
"United Kingdom",2015,"Regulated","GB",171596602.88,175877037,1.02494474860317
"United Kingdom",2015,"Unregulated","GB",247905656.77,NA,NA
"United Kingdom",2016,"Total","GB",395289722.32,NA,NA
"United Kingdom",2016,"Regulated","GB",142911303.43,147420692,1.03155375720304
"United Kingdom",2016,"Unregulated","GB",252378418.89,NA,NA
"United Kingdom",2017,"Total","GB",NA,NA,NA
"United Kingdom",2017,"Regulated","GB",NA,137025094,NA
"United Kingdom",2017,"Unregulated","GB",NA,NA,NA
