"country","year","sector","iso2","un","ets","ratio"
"Liechtenstein",1992,"Total","LI",206949.46,NA,NA
"Liechtenstein",1992,"Regulated","LI",1817.64,NA,NA
"Liechtenstein",1992,"Unregulated","LI",205131.82,NA,NA
"Liechtenstein",1993,"Total","LI",215033.55,NA,NA
"Liechtenstein",1993,"Regulated","LI",1878.23,NA,NA
"Liechtenstein",1993,"Unregulated","LI",213155.32,NA,NA
"Liechtenstein",1994,"Total","LI",201110.26,NA,NA
"Liechtenstein",1994,"Regulated","LI",1757.05,NA,NA
"Liechtenstein",1994,"Unregulated","LI",199353.21,NA,NA
"Liechtenstein",1995,"Total","LI",204201.88,NA,NA
"Liechtenstein",1995,"Regulated","LI",1999.4,NA,NA
"Liechtenstein",1995,"Unregulated","LI",202202.48,NA,NA
"Liechtenstein",1996,"Total","LI",205956.61,NA,NA
"Liechtenstein",1996,"Regulated","LI",2504.3,NA,NA
"Liechtenstein",1996,"Unregulated","LI",203452.31,NA,NA
"Liechtenstein",1997,"Total","LI",218366.81,NA,NA
"Liechtenstein",1997,"Regulated","LI",2443.72,NA,NA
"Liechtenstein",1997,"Unregulated","LI",215923.09,NA,NA
"Liechtenstein",1998,"Total","LI",229234.55,NA,NA
"Liechtenstein",1998,"Regulated","LI",2827.44,NA,NA
"Liechtenstein",1998,"Unregulated","LI",226407.11,NA,NA
"Liechtenstein",1999,"Total","LI",226561.95,NA,NA
"Liechtenstein",1999,"Regulated","LI",2827.44,NA,NA
"Liechtenstein",1999,"Unregulated","LI",223734.51,NA,NA
"Liechtenstein",2000,"Total","LI",216856.11,NA,NA
"Liechtenstein",2000,"Regulated","LI",2665.87,NA,NA
"Liechtenstein",2000,"Unregulated","LI",214190.24,NA,NA
"Liechtenstein",2001,"Total","LI",214666.33,NA,NA
"Liechtenstein",2001,"Regulated","LI",2827.44,NA,NA
"Liechtenstein",2001,"Unregulated","LI",211838.89,NA,NA
"Liechtenstein",2002,"Total","LI",220013.83,NA,NA
"Liechtenstein",2002,"Regulated","LI",2423.52,NA,NA
"Liechtenstein",2002,"Unregulated","LI",217590.31,NA,NA
"Liechtenstein",2003,"Total","LI",229347.54,NA,NA
"Liechtenstein",2003,"Regulated","LI",2726.46,NA,NA
"Liechtenstein",2003,"Unregulated","LI",226621.08,NA,NA
"Liechtenstein",2004,"Total","LI",229381.41,NA,NA
"Liechtenstein",2004,"Regulated","LI",2847.64,NA,NA
"Liechtenstein",2004,"Unregulated","LI",226533.77,NA,NA
"Liechtenstein",2005,"Total","LI",228969.07,NA,NA
"Liechtenstein",2005,"Regulated","LI",3029.4,NA,NA
"Liechtenstein",2005,"Unregulated","LI",225939.67,NA,NA
"Liechtenstein",2006,"Total","LI",231096.72,NA,NA
"Liechtenstein",2006,"Regulated","LI",2746.66,NA,NA
"Liechtenstein",2006,"Unregulated","LI",228350.06,NA,NA
"Liechtenstein",2007,"Total","LI",200764.39,NA,NA
"Liechtenstein",2007,"Regulated","LI",2484.11,NA,NA
"Liechtenstein",2007,"Unregulated","LI",198280.28,NA,NA
"Liechtenstein",2008,"Total","LI",219503.55,NA,NA
"Liechtenstein",2008,"Regulated","LI",2807.24,19883,7.08275744147276
"Liechtenstein",2008,"Unregulated","LI",216696.31,NA,NA
"Liechtenstein",2009,"Total","LI",205352.4,NA,NA
"Liechtenstein",2009,"Regulated","LI",2867.83,13379,4.66519982007302
"Liechtenstein",2009,"Unregulated","LI",202484.57,NA,NA
"Liechtenstein",2010,"Total","LI",190805.68,NA,NA
"Liechtenstein",2010,"Regulated","LI",3150.58,1796,0.570053767877661
"Liechtenstein",2010,"Unregulated","LI",187655.1,NA,NA
"Liechtenstein",2011,"Total","LI",176779.77,NA,NA
"Liechtenstein",2011,"Regulated","LI",2948.62,1546,0.524313068486275
"Liechtenstein",2011,"Unregulated","LI",173831.15,NA,NA
"Liechtenstein",2012,"Total","LI",185317.96,NA,NA
"Liechtenstein",2012,"Regulated","LI",2706.26,1096,0.404986956168291
"Liechtenstein",2012,"Unregulated","LI",182611.7,NA,NA
"Liechtenstein",2013,"Total","LI",192539.86,NA,NA
"Liechtenstein",2013,"Regulated","LI",2924.62,943,0.322435051391292
"Liechtenstein",2013,"Unregulated","LI",189615.24,NA,NA
"Liechtenstein",2014,"Total","LI",161101.78,NA,NA
"Liechtenstein",2014,"Regulated","LI",2481.68,309,0.124512427065536
"Liechtenstein",2014,"Unregulated","LI",158620.1,NA,NA
"Liechtenstein",2015,"Total","LI",158885.02,NA,NA
"Liechtenstein",2015,"Regulated","LI",2020.52,290,0.143527408785857
"Liechtenstein",2015,"Unregulated","LI",156864.5,NA,NA
"Liechtenstein",2016,"Total","LI",148362.03,NA,NA
"Liechtenstein",2016,"Regulated","LI",2141,151,0.0705277907519851
"Liechtenstein",2016,"Unregulated","LI",146221.03,NA,NA
"Liechtenstein",2017,"Total","LI",NA,NA,NA
"Liechtenstein",2017,"Regulated","LI",NA,516,NA
"Liechtenstein",2017,"Unregulated","LI",NA,NA,NA
"Lithuania",1990,"Total","LT",35787206.01,NA,NA
"Lithuania",1990,"Regulated","LT",20823736.16,NA,NA
"Lithuania",1990,"Unregulated","LT",14963469.85,NA,NA
"Lithuania",1991,"Total","LT",37883283.4,NA,NA
"Lithuania",1991,"Regulated","LT",21642735.91,NA,NA
"Lithuania",1991,"Unregulated","LT",16240547.49,NA,NA
"Lithuania",1992,"Total","LT",21187061.98,NA,NA
"Lithuania",1992,"Regulated","LT",11821042.12,NA,NA
"Lithuania",1992,"Unregulated","LT",9366019.86,NA,NA
"Lithuania",1993,"Total","LT",16332141.32,NA,NA
"Lithuania",1993,"Regulated","LT",9288553.56,NA,NA
"Lithuania",1993,"Unregulated","LT",7043587.76,NA,NA
"Lithuania",1994,"Total","LT",15748218.61,NA,NA
"Lithuania",1994,"Regulated","LT",9601058.38,NA,NA
"Lithuania",1994,"Unregulated","LT",6147160.23,NA,NA
"Lithuania",1995,"Total","LT",15004147.33,NA,NA
"Lithuania",1995,"Regulated","LT",8755157.29,NA,NA
"Lithuania",1995,"Unregulated","LT",6248990.04,NA,NA
"Lithuania",1996,"Total","LT",15658819.88,NA,NA
"Lithuania",1996,"Regulated","LT",9518901.94,NA,NA
"Lithuania",1996,"Unregulated","LT",6139917.94,NA,NA
"Lithuania",1997,"Total","LT",15070195.51,NA,NA
"Lithuania",1997,"Regulated","LT",8833318.61,NA,NA
"Lithuania",1997,"Unregulated","LT",6236876.9,NA,NA
"Lithuania",1998,"Total","LT",15888040.21,NA,NA
"Lithuania",1998,"Regulated","LT",9666337.74,NA,NA
"Lithuania",1998,"Unregulated","LT",6221702.47,NA,NA
"Lithuania",1999,"Total","LT",13407518.49,NA,NA
"Lithuania",1999,"Regulated","LT",7919797.04,NA,NA
"Lithuania",1999,"Unregulated","LT",5487721.45,NA,NA
"Lithuania",2000,"Total","LT",11788024.43,NA,NA
"Lithuania",2000,"Regulated","LT",6930276.31,NA,NA
"Lithuania",2000,"Unregulated","LT",4857748.12,NA,NA
"Lithuania",2001,"Total","LT",12496126.26,NA,NA
"Lithuania",2001,"Regulated","LT",7493787.3,NA,NA
"Lithuania",2001,"Unregulated","LT",5002338.96,NA,NA
"Lithuania",2002,"Total","LT",12602371.8,NA,NA
"Lithuania",2002,"Regulated","LT",7320301.4,NA,NA
"Lithuania",2002,"Unregulated","LT",5282070.4,NA,NA
"Lithuania",2003,"Total","LT",12591879.79,NA,NA
"Lithuania",2003,"Regulated","LT",7198428.54,NA,NA
"Lithuania",2003,"Unregulated","LT",5393451.25,NA,NA
"Lithuania",2004,"Total","LT",13167324.7,NA,NA
"Lithuania",2004,"Regulated","LT",7442693.97,NA,NA
"Lithuania",2004,"Unregulated","LT",5724630.73,NA,NA
"Lithuania",2005,"Total","LT",14089324.04,NA,NA
"Lithuania",2005,"Regulated","LT",8025687.49,6603869,0.822841533292745
"Lithuania",2005,"Unregulated","LT",6063636.55,NA,NA
"Lithuania",2006,"Total","LT",14402957.44,NA,NA
"Lithuania",2006,"Regulated","LT",7988744.77,6516911,0.815761573016182
"Lithuania",2006,"Unregulated","LT",6414212.67,NA,NA
"Lithuania",2007,"Total","LT",15763269.16,NA,NA
"Lithuania",2007,"Regulated","LT",8603056.96,5998744,0.697280516436334
"Lithuania",2007,"Unregulated","LT",7160212.2,NA,NA
"Lithuania",2008,"Total","LT",15079845.47,NA,NA
"Lithuania",2008,"Regulated","LT",8070119.66,6103720,0.75633574930164
"Lithuania",2008,"Unregulated","LT",7009725.81,NA,NA
"Lithuania",2009,"Total","LT",12828004.95,NA,NA
"Lithuania",2009,"Regulated","LT",6867637.3,5786742,0.842610310826986
"Lithuania",2009,"Unregulated","LT",5960367.65,NA,NA
"Lithuania",2010,"Total","LT",13712631.72,NA,NA
"Lithuania",2010,"Regulated","LT",7431110.5,6393952,0.860430214299734
"Lithuania",2010,"Unregulated","LT",6281521.22,NA,NA
"Lithuania",2011,"Total","LT",14066638.52,NA,NA
"Lithuania",2011,"Regulated","LT",7785059.87,5606425,0.720151815608324
"Lithuania",2011,"Unregulated","LT",6281578.65,NA,NA
"Lithuania",2012,"Total","LT",14133749.57,NA,NA
"Lithuania",2012,"Regulated","LT",7916295.67,5718037,0.722312207421631
"Lithuania",2012,"Unregulated","LT",6217453.9,NA,NA
"Lithuania",2013,"Total","LT",13106309.08,NA,NA
"Lithuania",2013,"Regulated","LT",6949571.67,7464155,1.07404533033616
"Lithuania",2013,"Unregulated","LT",6156737.41,NA,NA
"Lithuania",2014,"Total","LT",12874668.05,NA,NA
"Lithuania",2014,"Regulated","LT",6330228.48,6864234,1.08435801672675
"Lithuania",2014,"Unregulated","LT",6544439.57,NA,NA
"Lithuania",2015,"Total","LT",13141591.53,NA,NA
"Lithuania",2015,"Regulated","LT",6493256.92,6844943,1.05416173798957
"Lithuania",2015,"Unregulated","LT",6648334.61,NA,NA
"Lithuania",2016,"Total","LT",13157457.12,NA,NA
"Lithuania",2016,"Regulated","LT",5971163.99,6159573,1.0315531461396
"Lithuania",2016,"Unregulated","LT",7186293.13,NA,NA
"Lithuania",2017,"Total","LT",NA,NA,NA
"Lithuania",2017,"Regulated","LT",NA,6283336,NA
"Lithuania",2017,"Unregulated","LT",NA,NA,NA
"Luxembourg",1990,"Total","LU",11812041.31,NA,NA
"Luxembourg",1990,"Regulated","LU",7780390.45,NA,NA
"Luxembourg",1990,"Unregulated","LU",4031650.86,NA,NA
"Luxembourg",1991,"Total","LU",12424027.28,NA,NA
"Luxembourg",1991,"Regulated","LU",7411936.67,NA,NA
"Luxembourg",1991,"Unregulated","LU",5012090.61,NA,NA
"Luxembourg",1992,"Total","LU",12180194.44,NA,NA
"Luxembourg",1992,"Regulated","LU",6972867.7,NA,NA
"Luxembourg",1992,"Unregulated","LU",5207326.74,NA,NA
"Luxembourg",1993,"Total","LU",12320629.27,NA,NA
"Luxembourg",1993,"Regulated","LU",7072360.74,NA,NA
"Luxembourg",1993,"Unregulated","LU",5248268.53,NA,NA
"Luxembourg",1994,"Total","LU",11508950.02,NA,NA
"Luxembourg",1994,"Regulated","LU",6256288.25,NA,NA
"Luxembourg",1994,"Unregulated","LU",5252661.77,NA,NA
"Luxembourg",1995,"Total","LU",9118080.14,NA,NA
"Luxembourg",1995,"Regulated","LU",4128541.37,NA,NA
"Luxembourg",1995,"Unregulated","LU",4989538.77,NA,NA
"Luxembourg",1996,"Total","LU",9165479.98,NA,NA
"Luxembourg",1996,"Regulated","LU",3901671.58,NA,NA
"Luxembourg",1996,"Unregulated","LU",5263808.4,NA,NA
"Luxembourg",1997,"Total","LU",8518761.77,NA,NA
"Luxembourg",1997,"Regulated","LU",2963608.25,NA,NA
"Luxembourg",1997,"Unregulated","LU",5555153.52,NA,NA
"Luxembourg",1998,"Total","LU",7639373,NA,NA
"Luxembourg",1998,"Regulated","LU",1816373.73,NA,NA
"Luxembourg",1998,"Unregulated","LU",5822999.27,NA,NA
"Luxembourg",1999,"Total","LU",8090458.55,NA,NA
"Luxembourg",1999,"Regulated","LU",1949539.67,NA,NA
"Luxembourg",1999,"Unregulated","LU",6140918.88,NA,NA
"Luxembourg",2000,"Total","LU",8672869.96,NA,NA
"Luxembourg",2000,"Regulated","LU",1960187.67,NA,NA
"Luxembourg",2000,"Unregulated","LU",6712682.29,NA,NA
"Luxembourg",2001,"Total","LU",9166124.34,NA,NA
"Luxembourg",2001,"Regulated","LU",2155871.59,NA,NA
"Luxembourg",2001,"Unregulated","LU",7010252.75,NA,NA
"Luxembourg",2002,"Total","LU",9942247.96,NA,NA
"Luxembourg",2002,"Regulated","LU",2804959.05,NA,NA
"Luxembourg",2002,"Unregulated","LU",7137288.91,NA,NA
"Luxembourg",2003,"Total","LU",10411633.5,NA,NA
"Luxembourg",2003,"Regulated","LU",2693643.14,NA,NA
"Luxembourg",2003,"Unregulated","LU",7717990.36,NA,NA
"Luxembourg",2004,"Total","LU",11785231.56,NA,NA
"Luxembourg",2004,"Regulated","LU",3063882.82,NA,NA
"Luxembourg",2004,"Unregulated","LU",8721348.74,NA,NA
"Luxembourg",2005,"Total","LU",12048396.33,NA,NA
"Luxembourg",2005,"Regulated","LU",3031582.32,2603349,0.858742638398815
"Luxembourg",2005,"Unregulated","LU",9016814.01,NA,NA
"Luxembourg",2006,"Total","LU",11879257.02,NA,NA
"Luxembourg",2006,"Regulated","LU",3228981.45,2712972,0.840194359122131
"Luxembourg",2006,"Unregulated","LU",8650275.57,NA,NA
"Luxembourg",2007,"Total","LU",11268834.53,NA,NA
"Luxembourg",2007,"Regulated","LU",2991339.06,2567231,0.858221334494927
"Luxembourg",2007,"Unregulated","LU",8277495.47,NA,NA
"Luxembourg",2008,"Total","LU",11132259.84,NA,NA
"Luxembourg",2008,"Regulated","LU",2706551.78,2098895,0.775486733898732
"Luxembourg",2008,"Unregulated","LU",8425708.06,NA,NA
"Luxembourg",2009,"Total","LU",10588452.58,NA,NA
"Luxembourg",2009,"Regulated","LU",2703576.7,2181694,0.806965824198736
"Luxembourg",2009,"Unregulated","LU",7884875.88,NA,NA
"Luxembourg",2010,"Total","LU",11154289.32,NA,NA
"Luxembourg",2010,"Regulated","LU",2811802.98,2252662,0.801145036129096
"Luxembourg",2010,"Unregulated","LU",8342486.34,NA,NA
"Luxembourg",2011,"Total","LU",11050369.81,NA,NA
"Luxembourg",2011,"Regulated","LU",2587435.95,2052211,0.793144657358571
"Luxembourg",2011,"Unregulated","LU",8462933.86,NA,NA
"Luxembourg",2012,"Total","LU",10788081.33,NA,NA
"Luxembourg",2012,"Regulated","LU",2515812.65,1989537,0.790812861204112
"Luxembourg",2012,"Unregulated","LU",8272268.68,NA,NA
"Luxembourg",2013,"Total","LU",10233338.48,NA,NA
"Luxembourg",2013,"Regulated","LU",2077687.63,1847117,0.88902536325925
"Luxembourg",2013,"Unregulated","LU",8155650.85,NA,NA
"Luxembourg",2014,"Total","LU",9757506.33,NA,NA
"Luxembourg",2014,"Regulated","LU",2071120.43,1931494,0.932584108592855
"Luxembourg",2014,"Unregulated","LU",7686385.9,NA,NA
"Luxembourg",2015,"Total","LU",9259658.86,NA,NA
"Luxembourg",2015,"Regulated","LU",1814830.23,1660832,0.915144553218072
"Luxembourg",2015,"Unregulated","LU",7444828.63,NA,NA
"Luxembourg",2016,"Total","LU",9002955.52,NA,NA
"Luxembourg",2016,"Regulated","LU",1650993.69,1503325,0.910557689654162
"Luxembourg",2016,"Unregulated","LU",7351961.83,NA,NA
"Luxembourg",2017,"Total","LU",NA,NA,NA
"Luxembourg",2017,"Regulated","LU",NA,1492043,NA
"Luxembourg",2017,"Unregulated","LU",NA,NA,NA
"Malta",1990,"Total","MT",1943321.14,NA,NA
"Malta",1990,"Regulated","MT",1362882.34,NA,NA
"Malta",1990,"Unregulated","MT",580438.8,NA,NA
"Malta",1991,"Total","MT",2110575.34,NA,NA
"Malta",1991,"Regulated","MT",1526124.95,NA,NA
"Malta",1991,"Unregulated","MT",584450.39,NA,NA
"Malta",1992,"Total","MT",2319452.75,NA,NA
"Malta",1992,"Regulated","MT",1613578.41,NA,NA
"Malta",1992,"Unregulated","MT",705874.34,NA,NA
"Malta",1993,"Total","MT",2333913.05,NA,NA
"Malta",1993,"Regulated","MT",1617741.52,NA,NA
"Malta",1993,"Unregulated","MT",716171.53,NA,NA
"Malta",1994,"Total","MT",2502530.26,NA,NA
"Malta",1994,"Regulated","MT",1716274.34,NA,NA
"Malta",1994,"Unregulated","MT",786255.92,NA,NA
"Malta",1995,"Total","MT",2498301.34,NA,NA
"Malta",1995,"Regulated","MT",1707700.23,NA,NA
"Malta",1995,"Unregulated","MT",790601.11,NA,NA
"Malta",1996,"Total","MT",2469968.16,NA,NA
"Malta",1996,"Regulated","MT",1620313.62,NA,NA
"Malta",1996,"Unregulated","MT",849654.54,NA,NA
"Malta",1997,"Total","MT",2515047.44,NA,NA
"Malta",1997,"Regulated","MT",1612152.68,NA,NA
"Malta",1997,"Unregulated","MT",902894.76,NA,NA
"Malta",1998,"Total","MT",2516050.62,NA,NA
"Malta",1998,"Regulated","MT",1638902.76,NA,NA
"Malta",1998,"Unregulated","MT",877147.86,NA,NA
"Malta",1999,"Total","MT",2570286.61,NA,NA
"Malta",1999,"Regulated","MT",1697074.12,NA,NA
"Malta",1999,"Unregulated","MT",873212.49,NA,NA
"Malta",2000,"Total","MT",2570868.55,NA,NA
"Malta",2000,"Regulated","MT",1674236.75,NA,NA
"Malta",2000,"Unregulated","MT",896631.8,NA,NA
"Malta",2001,"Total","MT",2468113.67,NA,NA
"Malta",2001,"Regulated","MT",1793237.77,NA,NA
"Malta",2001,"Unregulated","MT",674875.9,NA,NA
"Malta",2002,"Total","MT",2443918.73,NA,NA
"Malta",2002,"Regulated","MT",1745685.11,NA,NA
"Malta",2002,"Unregulated","MT",698233.62,NA,NA
"Malta",2003,"Total","MT",2662357.63,NA,NA
"Malta",2003,"Regulated","MT",1904562.35,NA,NA
"Malta",2003,"Unregulated","MT",757795.28,NA,NA
"Malta",2004,"Total","MT",2557276.53,NA,NA
"Malta",2004,"Regulated","MT",1841994.96,NA,NA
"Malta",2004,"Unregulated","MT",715281.57,NA,NA
"Malta",2005,"Total","MT",2666019.46,NA,NA
"Malta",2005,"Regulated","MT",1971572.17,1971258,0.999840650012827
"Malta",2005,"Unregulated","MT",694447.29,NA,NA
"Malta",2006,"Total","MT",2679442.63,NA,NA
"Malta",2006,"Regulated","MT",1986038.59,1985765,0.999862243361545
"Malta",2006,"Unregulated","MT",693404.04,NA,NA
"Malta",2007,"Total","MT",2756045.38,NA,NA
"Malta",2007,"Regulated","MT",2027532.62,2027364,0.999916834876866
"Malta",2007,"Unregulated","MT",728512.76,NA,NA
"Malta",2008,"Total","MT",2823743.8,NA,NA
"Malta",2008,"Regulated","MT",2018690.92,2018585,0.999947530352987
"Malta",2008,"Unregulated","MT",805052.88,NA,NA
"Malta",2009,"Total","MT",2584319.09,NA,NA
"Malta",2009,"Regulated","MT",1897264.69,1897113,0.999920048056131
"Malta",2009,"Unregulated","MT",687054.4,NA,NA
"Malta",2010,"Total","MT",2590217.31,NA,NA
"Malta",2010,"Regulated","MT",1878457.58,1878307,0.999919838487915
"Malta",2010,"Unregulated","MT",711759.73,NA,NA
"Malta",2011,"Total","MT",2655268.9,NA,NA
"Malta",2011,"Regulated","MT",1931724.18,1931566,0.999918114603711
"Malta",2011,"Unregulated","MT",723544.72,NA,NA
"Malta",2012,"Total","MT",2810520.05,NA,NA
"Malta",2012,"Regulated","MT",2052542.24,2052430,0.999945316594313
"Malta",2012,"Unregulated","MT",757977.81,NA,NA
"Malta",2013,"Total","MT",2473933.38,NA,NA
"Malta",2013,"Regulated","MT",1697396.18,1697304,0.999945693291239
"Malta",2013,"Unregulated","MT",776537.2,NA,NA
"Malta",2014,"Total","MT",2462996.02,NA,NA
"Malta",2014,"Regulated","MT",1659225.95,1659118,0.99993493954214
"Malta",2014,"Unregulated","MT",803770.07,NA,NA
"Malta",2015,"Total","MT",1757754.32,NA,NA
"Malta",2015,"Regulated","MT",889709.3,889614,0.999892886361871
"Malta",2015,"Unregulated","MT",868045.02,NA,NA
"Malta",2016,"Total","MT",1420277.18,NA,NA
"Malta",2016,"Regulated","MT",579627.61,579539,0.999847125984906
"Malta",2016,"Unregulated","MT",840649.57,NA,NA
"Malta",2017,"Total","MT",NA,NA,NA
"Malta",2017,"Regulated","MT",NA,723997,NA
"Malta",2017,"Unregulated","MT",NA,NA,NA
"Netherlands",1990,"Total","NL",162440836.16,NA,NA
"Netherlands",1990,"Regulated","NL",86778200.14,NA,NA
"Netherlands",1990,"Unregulated","NL",75662636.02,NA,NA
"Netherlands",1991,"Total","NL",170819825.38,NA,NA
"Netherlands",1991,"Regulated","NL",89219530.47,NA,NA
"Netherlands",1991,"Unregulated","NL",81600294.91,NA,NA
"Netherlands",1992,"Total","NL",170654887.04,NA,NA
"Netherlands",1992,"Regulated","NL",90392195.97,NA,NA
"Netherlands",1992,"Unregulated","NL",80262691.07,NA,NA
"Netherlands",1993,"Total","NL",170796225.36,NA,NA
"Netherlands",1993,"Regulated","NL",87444879.14,NA,NA
"Netherlands",1993,"Unregulated","NL",83351346.22,NA,NA
"Netherlands",1994,"Total","NL",171398399.41,NA,NA
"Netherlands",1994,"Regulated","NL",91477895.33,NA,NA
"Netherlands",1994,"Unregulated","NL",79920504.08,NA,NA
"Netherlands",1995,"Total","NL",173032706.8,NA,NA
"Netherlands",1995,"Regulated","NL",90946739.42,NA,NA
"Netherlands",1995,"Unregulated","NL",82085967.38,NA,NA
"Netherlands",1996,"Total","NL",182473197.54,NA,NA
"Netherlands",1996,"Regulated","NL",92470197.2,NA,NA
"Netherlands",1996,"Unregulated","NL",90003000.34,NA,NA
"Netherlands",1997,"Total","NL",175292382.16,NA,NA
"Netherlands",1997,"Regulated","NL",92576778.82,NA,NA
"Netherlands",1997,"Unregulated","NL",82715603.34,NA,NA
"Netherlands",1998,"Total","NL",176402161,NA,NA
"Netherlands",1998,"Regulated","NL",94435643.36,NA,NA
"Netherlands",1998,"Unregulated","NL",81966517.64,NA,NA
"Netherlands",1999,"Total","NL",170991277.05,NA,NA
"Netherlands",1999,"Regulated","NL",90081176.35,NA,NA
"Netherlands",1999,"Unregulated","NL",80910100.7,NA,NA
"Netherlands",2000,"Total","NL",171935801.17,NA,NA
"Netherlands",2000,"Regulated","NL",91159431.65,NA,NA
"Netherlands",2000,"Unregulated","NL",80776369.52,NA,NA
"Netherlands",2001,"Total","NL",177079434.56,NA,NA
"Netherlands",2001,"Regulated","NL",94721316.98,NA,NA
"Netherlands",2001,"Unregulated","NL",82358117.58,NA,NA
"Netherlands",2002,"Total","NL",176374898.43,NA,NA
"Netherlands",2002,"Regulated","NL",94141641.58,NA,NA
"Netherlands",2002,"Unregulated","NL",82233256.85,NA,NA
"Netherlands",2003,"Total","NL",179824198.65,NA,NA
"Netherlands",2003,"Regulated","NL",96270496.15,NA,NA
"Netherlands",2003,"Unregulated","NL",83553702.5,NA,NA
"Netherlands",2004,"Total","NL",181453315.91,NA,NA
"Netherlands",2004,"Regulated","NL",97644664.43,NA,NA
"Netherlands",2004,"Unregulated","NL",83808651.48,NA,NA
"Netherlands",2005,"Total","NL",177530881.54,NA,NA
"Netherlands",2005,"Regulated","NL",94991779.26,80351292,0.84587627083047
"Netherlands",2005,"Unregulated","NL",82539102.28,NA,NA
"Netherlands",2006,"Total","NL",172736702.28,NA,NA
"Netherlands",2006,"Regulated","NL",90287722.2,76702137,0.849530092586609
"Netherlands",2006,"Unregulated","NL",82448980.08,NA,NA
"Netherlands",2007,"Total","NL",172600460.48,NA,NA
"Netherlands",2007,"Regulated","NL",93825620.57,79872395,0.851285549882508
"Netherlands",2007,"Unregulated","NL",78774839.91,NA,NA
"Netherlands",2008,"Total","NL",175519219.68,NA,NA
"Netherlands",2008,"Regulated","NL",93101135.14,83510582,0.896987795846116
"Netherlands",2008,"Unregulated","NL",82418084.54,NA,NA
"Netherlands",2009,"Total","NL",170180412.28,NA,NA
"Netherlands",2009,"Regulated","NL",89750344.75,81030700,0.902845557036147
"Netherlands",2009,"Unregulated","NL",80430067.53,NA,NA
"Netherlands",2010,"Total","NL",182179635.56,NA,NA
"Netherlands",2010,"Regulated","NL",94599102.88,84735599,0.895733642500691
"Netherlands",2010,"Unregulated","NL",87580532.68,NA,NA
"Netherlands",2011,"Total","NL",169118699.89,NA,NA
"Netherlands",2011,"Regulated","NL",90208307.76,79966837,0.886468652230485
"Netherlands",2011,"Unregulated","NL",78910392.13,NA,NA
"Netherlands",2012,"Total","NL",164948743.55,NA,NA
"Netherlands",2012,"Regulated","NL",85939117.2,76425922,0.889303084439876
"Netherlands",2012,"Unregulated","NL",79009626.35,NA,NA
"Netherlands",2013,"Total","NL",164757276.74,NA,NA
"Netherlands",2013,"Regulated","NL",85458545.9,86936857,1.01729857540204
"Netherlands",2013,"Unregulated","NL",79298730.84,NA,NA
"Netherlands",2014,"Total","NL",157347061.48,NA,NA
"Netherlands",2014,"Regulated","NL",88579025.78,89047923,1.00529354681733
"Netherlands",2014,"Unregulated","NL",68768035.7,NA,NA
"Netherlands",2015,"Total","NL",165029876.61,NA,NA
"Netherlands",2015,"Regulated","NL",93895023.22,94097951,1.00216121976481
"Netherlands",2015,"Unregulated","NL",71134853.39,NA,NA
"Netherlands",2016,"Total","NL",165522069.35,NA,NA
"Netherlands",2016,"Regulated","NL",93148773.53,93869912,1.00774179243238
"Netherlands",2016,"Unregulated","NL",72373295.82,NA,NA
"Netherlands",2017,"Total","NL",NA,NA,NA
"Netherlands",2017,"Regulated","NL",NA,91356983,NA
"Netherlands",2017,"Unregulated","NL",NA,NA,NA
"Norway",1990,"Total","NO",35704388.09,NA,NA
"Norway",1990,"Regulated","NO",15692163.57,NA,NA
"Norway",1990,"Unregulated","NO",20012224.52,NA,NA
"Norway",1991,"Total","NO",34069334.14,NA,NA
"Norway",1991,"Regulated","NO",15494072.16,NA,NA
"Norway",1991,"Unregulated","NO",18575261.98,NA,NA
"Norway",1992,"Total","NO",34831892.59,NA,NA
"Norway",1992,"Regulated","NO",15990198.84,NA,NA
"Norway",1992,"Unregulated","NO",18841693.75,NA,NA
"Norway",1993,"Total","NO",36531562.52,NA,NA
"Norway",1993,"Regulated","NO",16998845.18,NA,NA
"Norway",1993,"Unregulated","NO",19532717.34,NA,NA
"Norway",1994,"Total","NO",38445957.49,NA,NA
"Norway",1994,"Regulated","NO",18497225.97,NA,NA
"Norway",1994,"Unregulated","NO",19948731.52,NA,NA
"Norway",1995,"Total","NO",38477220.08,NA,NA
"Norway",1995,"Regulated","NO",18382846.59,NA,NA
"Norway",1995,"Unregulated","NO",20094373.49,NA,NA
"Norway",1996,"Total","NO",41593833.8,NA,NA
"Norway",1996,"Regulated","NO",19735741.49,NA,NA
"Norway",1996,"Unregulated","NO",21858092.31,NA,NA
"Norway",1997,"Total","NO",41698909.6,NA,NA
"Norway",1997,"Regulated","NO",20413168.54,NA,NA
"Norway",1997,"Unregulated","NO",21285741.06,NA,NA
"Norway",1998,"Total","NO",41956663.25,NA,NA
"Norway",1998,"Regulated","NO",20295287.14,NA,NA
"Norway",1998,"Unregulated","NO",21661376.11,NA,NA
"Norway",1999,"Total","NO",42709488.72,NA,NA
"Norway",1999,"Regulated","NO",19836278.02,NA,NA
"Norway",1999,"Unregulated","NO",22873210.7,NA,NA
"Norway",2000,"Total","NO",42215884.96,NA,NA
"Norway",2000,"Regulated","NO",21076628.06,NA,NA
"Norway",2000,"Unregulated","NO",21139256.9,NA,NA
"Norway",2001,"Total","NO",43559843.15,NA,NA
"Norway",2001,"Regulated","NO",21959509.69,NA,NA
"Norway",2001,"Unregulated","NO",21600333.46,NA,NA
